Date,SPY,TLT
2022-04-25,404.4458923339844,103.71513366699219
2022-04-26,392.7327575683594,104.7592544555664
2022-04-27,393.8370361328125,103.41559600830078
2022-04-28,403.7851257324219,103.56964111328125
2022-04-29,388.86297607421875,102.22603607177734
2022-05-02,391.2037048339844,100.45404815673828
2022-05-03,392.9969787597656,101.13129425048828
2022-05-04,404.9649658203125,101.68851470947266
2022-05-05,390.57135009765625,98.90241241455078
2022-05-06,388.2400207519531,97.44507598876953
2022-05-09,375.8096923828125,98.30232238769531
2022-05-10,376.677978515625,99.19389343261719
2022-05-11,370.6940612792969,101.1055679321289
2022-05-12,370.3070983886719,100.91700744628906
2022-05-13,379.1603088378906,99.42534637451172
2022-05-16,377.6217956542969,99.32249450683594
2022-05-17,385.3896179199219,98.12232208251953
2022-05-18,369.85400390625,100.21401977539062
2022-05-19,367.5887756347656,100.45404815673828
2022-05-20,367.74920654296875,101.59419250488281
2022-05-23,374.62994384765625,99.92256164550781
2022-05-24,371.7699890136719,101.894287109375
2022-05-25,375.0545349121094,102.29717254638672
2022-05-26,382.5486755371094,101.83427429199219
2022-05-27,391.9399108886719,102.08287048339844
2022-05-31,389.74078369140625,99.92256164550781
2022-06-01,386.5883483886719,99.8083267211914
2022-06-02,393.9502868652344,99.8598861694336
2022-06-03,387.4849548339844,99.64517211914062
2022-06-06,388.664794921875,97.80738067626953
2022-06-07,392.3929443359375,98.86369323730469
2022-06-08,388.1267395019531,97.98771667480469
2022-06-09,378.89599609375,98.31404113769531
2022-06-10,367.90966796875,97.70429992675781
2022-06-13,353.94085693359375,94.63845825195312
2022-06-14,352.874267578125,93.44475555419922
2022-06-15,357.9049987792969,95.18805694580078
2022-06-16,346.0597229003906,95.94378662109375
2022-06-17,346.80572509765625,96.25297546386719
2022-06-21,355.5361328125,94.62126159667969
2022-06-22,354.89154052734375,97.223388671875
2022-06-23,358.37042236328125,98.02206420898438
2022-06-24,369.7643737792969,96.66515350341797
2022-06-27,368.3519287109375,95.84073638916016
2022-06-28,360.82550048828125,96.28731536865234
2022-06-29,360.5316162109375,97.79021453857422
2022-06-30,357.6025695800781,98.64897918701172
2022-07-01,361.3847351074219,99.66178894042969
2022-07-05,362.0672607421875,100.44481658935547
2022-07-06,363.29010009765625,98.75825500488281
2022-07-07,368.73114013671875,97.8891830444336
2022-07-08,368.4277648925781,96.80493927001953
2022-07-11,364.2190246582031,98.47428894042969
2022-07-12,360.99603271484375,99.05943298339844
2022-07-13,359.1002197265625,100.19527435302734
2022-07-14,358.2282409667969,99.3778076171875
2022-07-15,365.0721740722656,99.93711853027344
2022-07-18,362.0577697753906,98.89591217041016
2022-07-19,371.84033203125,98.36244201660156
2022-07-20,374.2101135253906,98.6205825805664
2022-07-21,378.020751953125,100.32437133789062
2022-07-22,374.5134582519531,102.01091003417969
2022-07-25,374.9684143066406,101.01275634765625
2022-07-26,370.5321350097656,101.09019470214844
2022-07-27,380.1535949707031,100.52227020263672
2022-07-28,384.9216003417969,101.3224868774414
2022-07-29,390.5333251953125,101.04716491699219
2022-08-01,389.3768005371094,103.48075103759766
2022-08-02,386.8079528808594,101.29113006591797
2022-08-03,392.8652038574219,102.88590240478516
2022-08-04,392.5997619628906,102.85143280029297
2022-08-05,391.9361877441406,100.40318298339844
2022-08-08,391.48114013671875,102.02384948730469
2022-08-09,389.9266052246094,101.62731170654297
2022-08-10,398.11663818359375,100.96354675292969
2022-08-11,398.11663818359375,98.61013793945312
2022-08-12,404.85638427734375,99.61013793945312
2022-08-15,406.5246276855469,99.5239028930664
2022-08-16,407.3209533691406,99.93771362304688
2022-08-17,404.4298400878906,98.8946304321289
2022-08-18,405.6051940917969,99.04116821289062
2022-08-19,400.1546325683594,97.44634246826172
2022-08-22,391.8224792480469,97.1187973022461
2022-08-23,390.87457275390625,96.58431243896484
2022-08-24,392.12579345703125,95.87742614746094
2022-08-25,397.6617126464844,97.21363067626953
2022-08-26,384.201171875,97.94636535644531
2022-08-29,381.6607666015625,97.13603210449219
2022-08-30,377.4709167480469,97.37742614746094
2022-08-31,374.5987548828125,96.4463882446289
2022-09-01,375.7741394042969,94.6806640625
2022-09-02,371.8118591308594,95.21621704101562
2022-09-06,370.408935546875,92.85784149169922
2022-09-07,377.0633850097656,94.32643127441406
2022-09-08,379.5279541015625,93.35890197753906
2022-09-09,385.42401123046875,93.56621551513672
2022-09-12,389.56640625,92.79736328125
2022-09-13,372.6271057128906,93.01333618164062
2022-09-14,374.0489807128906,93.33296966552734
2022-09-15,369.8023681640625,93.27253723144531
2022-09-16,366.9810791015625,92.49504089355469
2022-09-19,369.8269348144531,92.71100616455078
2022-09-20,365.5819091796875,91.78667449951172
2022-09-21,359.2048034667969,93.32433319091797
2022-09-22,356.1875305175781,90.94004821777344
2022-09-23,350.2195739746094,91.3115234375
2022-09-26,346.7550048828125,89.56648254394531
2022-09-27,345.869873046875,87.20812225341797
2022-09-28,352.67535400390625,90.12801361083984
2022-09-29,345.30828857421875,89.66148376464844
2022-09-30,339.9685974121094,88.50393676757812
2022-10-03,348.9442138671875,89.91020965576172
2022-10-04,359.7568664550781,89.65909576416016
2022-10-05,358.919189453125,88.80179595947266
2022-10-06,355.2166748046875,88.30821990966797
2022-10-07,345.30828857421875,87.450927734375
2022-10-10,342.6717529296875,86.09141540527344
2022-10-11,340.50164794921875,86.47246551513672
2022-10-12,339.3785400390625,86.89673614501953
2022-10-13,348.33502197265625,86.0654296875
2022-10-14,340.39697265625,85.3553695678711
2022-10-17,349.1441650390625,84.93971252441406
2022-10-18,353.24639892578125,85.13890075683594
2022-10-19,350.7431640625,83.58887481689453
2022-10-20,347.80206298828125,82.16006469726562
2022-10-21,356.254150390625,80.67933654785156
2022-10-24,360.6134033203125,80.0125503540039
2022-10-25,366.3719787597656,82.34190368652344
2022-10-26,363.61163330078125,83.52824401855469
2022-10-27,361.6700439453125,84.40287017822266
2022-10-28,370.2742919921875,83.82268524169922
2022-10-31,367.5997619628906,83.22516632080078
2022-11-01,365.99114990234375,84.0029525756836
2022-11-02,356.8062438964844,83.63837432861328
2022-11-03,353.1322021484375,83.18699645996094
2022-11-04,358.2148742675781,81.78939819335938
2022-11-07,361.6414794921875,80.97344207763672
2022-11-08,363.5926208496094,81.85885620117188
2022-11-09,356.101806640625,82.12793731689453
2022-11-10,375.671142578125,85.2877426147461
2022-11-11,379.3070983886719,84.97518157958984
2022-11-14,376.0804443359375,84.7668685913086
2022-11-15,379.28802490234375,86.13844299316406
2022-11-16,376.3945007324219,88.0221176147461
2022-11-17,375.24285888671875,87.0932846069336
2022-11-18,376.9465637207031,86.49432373046875
2022-11-21,375.57598876953125,86.85890197753906
2022-11-22,380.6300964355469,88.09159851074219
2022-11-23,383.0286865234375,89.62804412841797
2022-11-25,382.9429931640625,89.32423400878906
2022-11-28,376.8323669433594,89.57595825195312
2022-11-29,376.1851501464844,88.52559661865234
2022-11-30,388.0352478027344,89.17666625976562
2022-12-01,387.7496643066406,92.02549743652344
2022-12-02,387.3023376464844,93.1827392578125
2022-12-05,380.3350524902344,91.87754821777344
2022-12-06,374.85260009765625,93.06092834472656
2022-12-07,374.21484375,95.25366973876953
2022-12-08,377.14642333984375,94.99263763427734
2022-12-09,374.3291015625,92.52143859863281
2022-12-12,379.7258605957031,92.81726837158203
2022-12-13,382.6003112792969,93.71353149414062
2022-12-14,380.15423583984375,94.11380004882812
2022-12-15,370.85491943359375,94.48099517822266
2022-12-16,366.47662353515625,93.42560577392578
2022-12-19,363.3690490722656,91.85554504394531
2022-12-20,363.8662414550781,90.2244873046875
2022-12-21,369.306884765625,90.45124816894531
2022-12-22,364.038330078125,90.43383026123047
2022-12-23,366.13238525390625,89.10800170898438
2022-12-27,364.68853759765625,87.34609985351562
2022-12-28,360.1562194824219,86.83148193359375
2022-12-29,366.6391296386719,87.81710815429688
2022-12-30,365.6734619140625,86.84017181396484
2023-01-03,364.1339416503906,88.4974594116211
2023-01-04,366.94512939453125,89.70986938476562
2023-01-05,362.75701904296875,90.0849380493164
2023-01-06,371.07586669921875,91.7421646118164
2023-01-09,370.865478515625,92.23063659667969
2023-01-10,373.46630859375,90.7042007446289
2023-01-11,378.1897888183594,92.17829895019531
2023-01-12,379.56671142578125,93.99258422851562
2023-01-13,381.039306640625,93.11158752441406
2023-01-17,380.34124755859375,92.5097427368164
2023-01-18,374.3363952636719,94.75142669677734
2023-01-19,371.611328125,94.15828704833984
2023-01-20,378.5340576171875,92.63186645507812
2023-01-23,383.075927734375,92.19575500488281
2023-01-24,382.664794921875,93.52156066894531
2023-01-25,382.8082275390625,93.74834442138672
2023-01-26,387.01544189453125,93.31219482421875
2023-01-27,387.9046630859375,93.07669067382812
2023-01-30,383.0376892089844,92.73654174804688
2023-01-31,388.66961669921875,93.47793579101562
2023-02-01,392.80035400390625,94.60164642333984
2023-02-02,398.518310546875,94.72406768798828
2023-02-03,394.2824401855469,93.30742645263672
2023-02-06,391.8728942871094,92.6165542602539
2023-02-07,396.99798583984375,91.8732681274414
2023-02-08,392.65692138671875,92.31050109863281
2023-02-09,389.2528991699219,91.43602752685547
2023-02-10,390.1612854003906,90.41287231445312
2023-02-13,394.74139404296875,91.1736831665039
2023-02-14,394.5597229003906,90.96381378173828
2023-02-15,395.84100341796875,90.11553192138672
2023-02-16,390.3907470703125,88.83879852294922
2023-02-17,389.41552734375,89.52963256835938
2023-02-21,381.6034851074219,87.7894287109375
2023-02-22,381.0775451660156,88.59396362304688
2023-02-23,383.10467529296875,89.45967102050781
2023-02-24,379.0121154785156,88.29664611816406
2023-02-27,380.30303955078125,88.54145812988281
2023-02-28,378.8974914550781,88.9437484741211
2023-03-01,377.44403076171875,87.98820495605469
2023-03-02,380.3795166015625,87.2080078125
2023-03-03,386.4800109863281,89.32069396972656
2023-03-06,386.74774169921875,88.62814331054688
2023-03-07,380.8193359375,89.17166900634766
2023-03-08,381.4408874511719,89.25935363769531
2023-03-09,374.40338134765625,89.47850799560547
2023-03-10,369.0009460449219,92.56426239013672
2023-03-13,368.4750061035156,92.77464294433594
